GKZ;Gebietsname;Wahlberechtigte;abgegebene;ungueltige;gueltige;OEVP;SPOE;FPOE;GRUENE;NEOS;DNA;KPOE
G31702;Biedermannsdorf;2400;1573;26;1547;426;328;340;170;217;41;25
G31703;Breitenfurt bei Wien;4666;3033;44;2989;771;630;552;400;500;84;52
G31704;Brunn am Gebirge;8840;5524;87;5437;1164;1398;995;751;880;118;131
G31706;Gaaden;1297;896;24;872;239;171;140;119;174;14;15
G31707;Gießhübl;1830;1306;11;1295;352;206;202;198;277;43;17
G31709;Gumpoldskirchen;3018;1953;28;1925;473;419;336;302;320;35;40
G31710;Guntramsdorf;6895;4237;61;4176;846;1295;963;412;493;90;77
G31711;Hennersdorf;1246;788;16;772;183;196;198;80;72;17;26
G31712;Hinterbrühl;2870;1991;27;1964;570;314;351;263;381;48;37
G31713;Kaltenleutgeben;2499;1556;28;1528;332;391;321;174;232;43;35
G31714;Laab im Walde;897;669;8;661;199;133;81;120;99;18;11
G31715;Laxenburg;2234;1359;14;1345;463;272;231;135;185;35;24
G31716;Maria Enzersdorf;6474;4237;37;4200;1193;695;622;764;760;93;73
G31717;Mödling;14927;9114;124;8990;1987;1933;1493;1552;1580;237;208
G31718;Münchendorf;2425;1497;21;1476;310;365;402;154;191;28;26
G31719;Perchtoldsdorf;11476;7795;70;7725;2079;1319;1128;1269;1615;179;136
G31723;Vösendorf;5586;2932;49;2883;559;802;852;193;342;80;55
G31725;Wiener Neudorf;7068;4282;69;4213;806;1206;1044;462;522;78;95
G31726;Wienerwald;2288;1530;29;1501;409;299;395;137;209;35;17
G31799;Wahlkarten - Mödling;0;2003;23;1980;412;360;260;420;438;42;48
G31800;Neunkirchen;67600;42301;1035;41266;10966;10043;12777;2613;2823;1222;822
G31801;Altendorf;288;187;6;181;88;18;50;4;11;6;4
G31802;Aspang-Markt;1494;996;31;965;339;176;274;51;69;42;14
G31803;Aspangberg-St. Peter;1528;986;13;973;402;122;282;44;50;63;10
G31804;Breitenau;1226;796;30;766;157;217;261;38;66;13;14
G31805;Breitenstein;235;133;4;129;44;21;41;4;10;5;4
G31806;Buchbach;291;201;8;193;47;56;44;12;23;8;3
G31807;Edlitz;712;470;14;456;189;79;122;26;25;8;7
G31808;Enzenreith;1595;975;23;952;226;262;284;67;74;23;16
G31809;Feistritz am Wechsel;862;512;12;500;210;72;142;29;25;16;6
G31810;Gloggnitz;4469;2451;60;2391;511;632;805;143;175;53;72
G31811;Grafenbach-St. Valentin;1850;1186;35;1151;227;343;405;52;69;37;18
G31812;Grimmenstein;1049;708;22;686;249;150;192;28;37;21;9
G31813;Grünbach am Schneeberg;1199;732;11;721;137;266;218;37;36;15;12
G31814;Kirchberg am Wechsel;2058;1345;18;1327;483;158;446;94;92;36;18
G31815;Mönichkirchen;504;332;10;322;149;30;89;19;16;13;6
G31817;Natschbach-Loipersbach;1402;969;33;936;299;155;295;70;64;40;13
G31818;Neunkirchen;8855;4441;104;4337;890;1201;1388;350;313;108;87
G31820;Otterthal;452;312;2;310;86;59;120;11;20;10;4
G31821;Payerbach;1618;1024;21;1003;259;243;290;64;86;34;27
G31823;Pitten;2332;1361;54;1307;306;294;423;105;111;38;30
G31825;Prigglitz;363;239;5;234;89;36;70;24;10;1;4
G31826;Puchberg am Schneeberg;2180;1345;23;1322;298;341;476;48;68;72;19
G31827;Raach am Hochgebirge;257;207;3;204;108;28;48;6;5;3;6
G31829;Reichenau an der Rax;2041;1370;20;1350;370;322;389;105;108;40;16
G31830;St. Corona am Wechsel;322;240;4;236;115;12;74;13;9;9;4
G31831;St. Egyden am Steinfeld;1706;1071;29;1042;261;211;357;62;82;40;29
G31832;Scheiblingkirchen-Thernberg;1602;1034;17;1017;390;153;275;58;81;41;19
G31833;Schottwien;501;300;18;282;91;42;100;19;18;6;6
G31834;Schrattenbach;314;213;5;208;55;38;67;13;19;10;6
G31835;Schwarzau am Steinfeld;1602;940;24;916;228;200;318;59;72;20;19
G31836;Schwarzau im Gebirge;464;294;13;281;60;74;108;12;11;8;8
G31837;Seebenstein;1223;769;19;750;173;211;241;47;52;14;12
G31838;Semmering;370;231;4;227;85;38;63;16;16;4;5
G31839;Ternitz;11342;6350;133;6217;940;2206;2008;358;415;147;143
G31840;Thomasberg;1019;670;20;650;275;88;215;24;26;16;6
G31841;Trattenbach;424;315;15;300;144;24;112;8;7;5;0
G31842;Bürg-Vöstenhof;140;101;3;98;27;18;39;5;5;4;0
G31843;Warth;1272;926;31;895;389;133;227;59;47;24;16
G31844;Wartmannstetten;1321;1016;31;985;390;214;223;45;74;22;17
G31845;Willendorf;793;468;14;454;114;100;123;53;36;21;7
G31846;Wimpassing im Schwarzatale;1098;582;16;566;67;237;188;24;24;12;14
G31847;Würflach;1338;911;22;889;294;200;233;53;49;36;24
G31848;Zöbern;1144;829;19;810;346;107;255;31;44;20;7
G31849;Höflein an der Hohen Wand;745;464;10;454;86;142;131;37;23;22;13
G31899;Wahlkarten - Neunkirchen;0;1299;26;1273;273;314;266;186;150;36;48
G31900;Sankt Pölten Land;102746;67816;1374;66442;18257;14230;16920;6955;6535;1974;1571
G31901;Altlengbach;2455;1459;34;1425;382;312;402;115;139;42;33
G31902;Asperhofen;1777;1081;22;1059;329;131;378;71;87;40;23
G31903;Böheimkirchen;4074;2673;83;2590;684;641;743;234;155;63;70
G31904;Brand-Laaben;1027;671;13;658;201;97;219;49;45;30;17
G31905;Eichgraben;3509;2275;29;2246;495;468;440;409;307;59;68
G31906;Frankenfels;1535;1107;39;1068;463;208;267;49;43;22;16
G31907;Gerersdorf;826;570;17;553;241;94;115;33;39;25;6
G31909;Hofstetten-Grünau;2158;1558;30;1528;584;263;412;99;101;49;20
G31910;Hafnerbach;1340;921;28;893;340;168;209;66;75;14;21
G31911;Haunoldstein;932;617;11;606;189;119;185;52;35;13;13
G31912;Herzogenburg;6029;3487;93;3394;748;904;1021;275;228;127;91
G31913;Inzersdorf-Getzersdorf;1316;872;25;847;247;163;268;57;70;23;19
G31915;Kapelln;1058;715;16;699;266;96;213;34;60;24;6
G31916;Karlstetten;1743;1190;30;1160;344;248;337;76;89;35;31
G31917;Kasten bei Böheimkirchen;1147;750;19;731;218;128;193;74;68;36;14
G31918;Kirchberg an der Pielach;2572;1613;39;1574;594;295;393;112;98;45;37
G31919;Kirchstetten;1832;1043;21;1022;306;219;248;105;73;35;36
G31920;Loich;456;312;6;306;119;72;77;12;13;8;5
G31921;Maria-Anzbach;2505;1715;23;1692;417;325;336;313;173;96;32
G31922;Markersdorf-Haindorf;1631;1076;19;1057;339;217;317;84;61;19;20
G31923;Michelbach;685;485;10;475;215;43;138;27;34;10;8
G31925;Neidling;1241;903;24;879;280;166;232;87;74;24;16
G31926;Neulengbach;6479;3992;64;3928;970;770;962;531;425;148;122
G31927;Neustift-Innermanzing;1216;752;25;727;201;141;230;56;61;14;24
G31928;Nußdorf ob der Traisen;1556;1027;33;994;300;221;288;65;92;15;13
G31929;Ober-Grafendorf;3808;2431;55;2376;633;705;594;166;183;55;40
G31930;Obritzberg-Rust;1885;1261;21;1240;494;163;344;91;82;38;28
G31932;Prinzersdorf;1235;807;22;785;221;173;172;94;85;22;18
G31934;Pyhra;2814;1963;40;1923;667;317;546;148;156;55;34
G31935;Rabenstein an der Pielach;1964;1333;37;1296;447;294;354;62;71;37;31
G31938;St. Margarethen an der Sierning;845;656;18;638;279;85;150;48;45;16;15
G31939;Schwarzenbach an der Pielach;291;227;4;223;96;40;68;1;7;11;0
G31940;Statzendorf;1131;722;14;708;203;190;214;32;50;9;10
G31941;Stössing;652;422;7;415;150;62;126;25;22;21;9
G31943;Traismauer;4808;2883;66;2817;641;726;894;204;211;64;77
G31945;Weinburg;1125;767;28;739;180;234;192;53;39;20;21
G31946;Perschling;1197;776;16;760;277;71;259;36;66;32;19
G31947;Wilhelmsburg;4952;2968;45;2923;634;777;853;243;242;79;95
G31948;Wölbling;1904;1205;26;1179;296;282;327;93;105;46;30
G31949;Gablitz;3872;2511;29;2482;581;500;536;368;394;65;38
G31950;Mauerbach;2784;1893;23;1870;508;382;361;262;274;47;36
G31951;Pressbaum;5732;3492;46;3446;702;797;728;534;506;96;83
G31952;Purkersdorf;7084;4275;66;4209;730;1035;787;723;704;103;127
G31953;Tullnerbach;2224;1480;18;1462;391;280;281;212;217;47;34
G31954;Wolfsgraben;1340;905;6;899;241;160;207;107;130;34;20
G31999;Wahlkarten - Sankt Pölten Land;0;1975;34;1941;414;448;304;368;301;61;45
G32000;Scheibbs;32961;22162;563;21599;7786;3951;5681;1564;1519;665;433
G32001;Gaming;2324;1572;54;1518;357;517;420;71;85;40;28
G32002;Göstling an der Ybbs;1659;1030;22;1008;464;189;188;58;66;27;16
G32003;Gresten;1568;971;25;946;220;265;264;64;77;32;24
G32004;Gresten-Land;1186;838;27;811;400;77;217;31;27;46;13
G32005;Lunz am See;1454;950;18;932;289;230;252;67;39;42;13
G32006;Oberndorf an der Melk;2418;1644;55;1589;724;167;466;86;89;37;20
G32007;Puchenstuben;219;123;6;117;46;27;24;3;5;9;3
G32008;Purgstall an der Erlauf;4235;2727;41;2686;971;415;783;172;198;86;61
G32009;Randegg;1499;1017;35;982;478;86;245;66;52;37;18
G32010;Reinsberg;834;591;17;574;272;61;159;29;32;11;10
G32011;St. Anton an der Jeßnitz;924;565;26;539;257;62;157;16;25;11;11
G32012;St. Georgen an der Leys;1064;764;28;736;366;73;209;22;36;19;11
G32013;Scheibbs;3405;2199;41;2158;711;503;347;275;213;53;56
G32014;Steinakirchen am Forst;1826;1209;32;1177;479;117;333;99;91;36;22
G32015;Wang;1097;772;26;746;310;71;241;40;46;24;14
G32016;Wieselburg;3163;1875;26;1849;390;565;465;170;153;56;50
G32017;Wieselburg-Land;2733;1789;44;1745;552;293;539;131;137;54;39
G32018;Wolfpassing;1353;981;25;956;353;120;282;81;75;33;12
G32099;Wahlkarten - Scheibbs;0;545;15;530;147;113;90;83;73;12;12
G32100;Tulln;81219;52720;1075;51645;14718;10088;11602;6147;6571;1290;1229
G32101;Absdorf;1794;1120;36;1084;309;242;259;106;119;26;23
G32104;Atzenbrugg;2555;1550;45;1505;532;248;400;130;120;36;39
G32106;Fels am Wagram;1936;1197;23;1174;366;196;327;116;104;36;29
G32107;Grafenwörth;2649;1536;54;1482;463;313;406;95;143;32;30
G32109;Großriedenthal;798;575;21;554;248;95;99;33;47;16;16
G32110;Großweikersdorf;2738;1726;33;1693;555;333;447;157;143;36;22
G32112;Judenau-Baumgarten;1767;1194;31;1163;387;207;329;98;108;17;17
G32114;Kirchberg am Wagram;2988;1963;49;1914;657;371;449;157;203;47;30
G32115;Königsbrunn am Wagram;1120;711;21;690;223;167;172;65;41;12;10
G32116;Königstetten;1851;1205;27;1178;375;242;270;123;119;30;19
G32119;Langenrohr;1904;1277;33;1244;452;186;361;67;113;37;28
G32120;Michelhausen;3009;1896;43;1853;684;305;444;142;174;57;47
G32131;Sieghartskirchen;5885;3715;84;3631;1023;670;1151;267;363;79;78
G32132;Sitzenberg-Reidling;1883;1132;39;1093;317;200;319;106;97;28;26
G32134;Tulbing;2621;1700;28;1672;496;332;386;177;199;43;39
G32135;Tulln an der Donau;12091;7079;155;6924;1955;1345;1551;857;876;153;187
G32139;Würmla;1201;773;26;747;247;105;204;83;61;26;21
G32140;Zeiselmauer-Wolfpassing;1796;1160;19;1141;247;299;267;143;120;43;22
G32141;Zwentendorf an der Donau;3015;1752;43;1709;437;480;530;84;99;40;39
G32142;St. Andrä-Wördern;6119;4113;60;4053;810;927;840;743;487;117;129
G32143;Muckendorf-Wipfing;1314;865;20;845;244;210;236;64;58;20;13
G32144;Klosterneuburg;20185;12634;153;12481;3290;2276;1909;1987;2420;310;289
G32199;Wahlkarten - Tulln;0;1847;32;1815;401;339;246;347;357;49;76
G32200;Waidhofen an der Thaya;21482;14311;420;13891;5349;2235;4126;787;838;359;197
G32202;Dietmanns;897;546;8;538;83;163;229;16;29;11;7
G32203;Dobersberg;1293;848;36;812;414;93;194;31;40;26;14
G32206;Gastern;1001;610;27;583;250;65;195;27;28;10;8
G32207;Groß-Siegharts;2225;1338;45;1293;335;316;449;67;79;28;19
G32209;Karlstein an der Thaya;1207;788;24;764;327;94;264;31;29;11;8
G32210;Kautzen;918;602;30;572;244;86;155;30;26;18;13
G32212;Ludweis-Aigen;768;539;13;526;253;77;123;29;15;18;11
G32214;Pfaffenschlag bei Waidhofen a.d.Thaya;769;537;11;526;216;62;175;19;35;14;5
G32216;Raabs an der Thaya;2222;1522;52;1470;713;180;386;63;72;41;15
G32217;Thaya;1231;812;28;784;323;102;247;33;48;11;20
G32219;Vitis;2251;1453;63;1390;517;286;386;88;72;27;14
G32220;Waidhofen an der Thaya;4384;2729;45;2684;897;447;758;208;249;88;37
G32221;Waidhofen an der Thaya-Land;1079;728;12;716;282;99;236;36;38;18;7
G32222;Waldkirchen an der Thaya;429;324;11;313;154;31;84;22;11;8;3
G32223;Windigsteig;808;491;6;485;208;69;138;30;22;12;6
G32299;Wahlkarten - Waidhofen an der Thaya;0;444;9;435;133;65;107;57;45;18;10
G32300;Wiener Neustadt Land;61585;38061;928;37133;10082;8147;11800;2423;2790;1108;783
G32301;Bad Fischau-Brunn;2731;1818;35;1783;452;378;423;204;242;50;34
G32302;Bad Schönau;605;425;19;406;156;36;150;21;21;16;6
G32304;Ebenfurth;2096;1055;31;1024;162;320;356;69;76;19;22
G32305;Eggendorf;3755;1980;36;1944;375;527;759;88;114;35;46
G32306;Bad Erlach;2560;1467;41;1426;352;305;464;96;120;61;28
G32307;Felixdorf;3253;1668;30;1638;266;504;545;102;132;35;54
G32308;Gutenstein;993;624;19;605;203;129;170;33;27;27;16
G32309;Hochneukirchen-Gschaidt;1367;881;30;851;405;101;209;34;59;30;13
G32310;Hochwolkersdorf;821;505;11;494;173;114;137;25;21;17;7
G32311;Hohe Wand;1176;786;20;766;261;131;219;52;70;27;6
G32312;Hollenthon;837;582;33;549;202;65;190;13;55;20;4
G32313;Katzelsdorf;2582;1754;26;1728;428;356;458;198;178;72;38
G32314;Kirchschlag in der Buckligen Welt;2290;1506;57;1449;701;169;393;54;63;50;19
G32315;Krumbach;1949;1252;36;1216;498;143;373;54;90;40;18
G32316;Lanzenkirchen;3400;2087;38;2049;490;497;688;130;149;59;36
G32317;Lichtenegg;852;620;28;592;267;34;169;49;31;32;10
G32318;Lichtenwörth;2261;1258;30;1228;301;281;427;89;86;21;23
G32319;Markt Piesting;2286;1424;43;1381;352;275;389;157;142;31;35
G32320;Matzendorf-Hölles;1683;1039;15;1024;328;201;347;35;64;32;17
G32321;Miesenbach;535;353;4;349;131;53;121;13;15;7;9
G32322;Muggendorf;420;336;7;329;117;50;90;14;35;19;4
G32323;Pernitz;1905;1115;27;1088;207;261;382;78;80;53;27
G32324;Rohr im Gebirge;336;207;9;198;89;20;67;7;13;2;0
G32325;Bromberg;936;652;28;624;288;85;176;27;23;20;5
G32326;Schwarzenbach;773;527;23;504;142;135;187;14;16;6;4
G32327;Sollenau;3895;2033;50;1983;363;588;732;104;103;53;40
G32330;Theresienfeld;2731;1435;21;1414;238;373;513;84;121;40;45
G32331;Waidmannsfeld;1209;803;18;785;141;257;258;35;44;36;14
G32332;Waldegg;1462;892;16;876;242;230;253;69;47;13;22
G32333;Walpersbach;960;651;17;634;176;146;203;42;44;15;8
G32334;Weikersdorf am Steinfelde;897;547;7;540;186;69;198;36;33;9;9
G32335;Wiesmath;1261;841;18;823;350;104;237;37;42;37;16
G32336;Winzendorf-Muthmannsdorf;1499;884;17;867;225;201;245;71;83;20;22
G32337;Wöllersdorf-Steinabrückl;3596;2037;32;2005;393;485;742;116;159;48;62
G32338;Zillingdorf;1673;1013;33;980;194;289;322;59;67;21;28
G32399;Wahlkarten - Wiener Neustadt Land;0;1004;23;981;228;235;208;114;125;35;36
G32500;Zwettl;34637;24353;819;23534;9949;3110;6801;1258;1482;554;380
G32501;Allentsteig;1501;915;23;892;360;142;266;52;50;13;9
G32502;Arbesbach;1344;988;24;964;402;72;330;56;52;40;12
G32503;Bärnkopf;287;229;6;223;38;94;72;6;4;4;5
G32504;Echsenbach;1037;699;18;681;324;81;193;35;16;24;8
G32505;Göpfritz an der Wild;1482;967;44;923;359;163;302;34;42;12;11
G32506;Grafenschlag;695;489;23;466;217;62;123;25;17;19;3
G32508;Groß Gerungs;3623;2505;109;2396;1034;276;740;115;130;56;45
G32509;Großgöttfritz;1101;736;30;706;299;87;227;25;41;18;9
G32511;Gutenbrunn;436;280;4;276;76;95;67;12;15;7;4
G32514;Kirchschlag;535;369;9;360;164;43;110;17;16;3;7
G32515;Kottes-Purk;1220;846;27;819;407;104;199;27;42;18;22
G32516;Langschlag;1418;945;39;906;368;108;334;28;34;24;10
G32517;Martinsberg;870;623;22;601;239;84;220;15;19;17;7
G32518;Ottenschlag;828;578;18;560;236;71;158;21;42;25;7
G32519;Altmelon;711;532;8;524;190;55;227;4;26;14;8
G32520;Pölla;739;548;14;534;246;64;174;18;11;9;12
G32521;Rappottenstein;1419;983;42;941;369;98;299;53;69;24;29
G32522;Sallingberg;1038;725;28;697;306;63;232;28;34;24;10
G32523;Schönbach;629;439;20;419;173;34;143;17;28;15;9
G32524;Schwarzenau;1241;849;31;818;291;203;213;43;44;9;15
G32525;Schweiggers;1654;1186;46;1140;564;82;335;44;78;21;16
G32528;Bad Traunstein;821;605;21;584;278;75;149;27;35;11;9
G32529;Waldhausen;987;610;14;596;278;71;178;19;34;9;7
G32530;Zwettl-Niederösterreich;9021;6056;183;5873;2518;771;1389;458;538;113;86
G32599;Wahlkarten - Zwettl;0;651;16;635;213;112;121;79;65;25;20
G40000;Oberösterreich;1102123;656296;14481;641815;159927;146454;178529;65771;56733;18529;15872
G4A000;Linz und Umgebung;240923;133629;2042;131587;23962;36548;31479;17023;14669;3234;4672
G4B000;Innviertel;166896;93370;2029;91341;27369;15234;30894;7185;6327;2421;1911
G4C000;Hausruckviertel;273897;163193;3901;159292;39979;34075;47649;15649;13878;4505;3557
G4D000;Traunviertel;196961;119172;2553;116619;27006;29671;31916;11455;9936;3895;2740
G4E000;Mühlviertel;223446;146932;3956;142976;41611;30926;36591;14459;11923;4474;2992
G40100;Linz Stadt;132737;69814;893;68921;10828;19869;14825;10641;7963;1570;3225
G40101;Linz;132737;66958;865;66093;10464;19170;14500;9930;7503;1505;3021
G40199;Wahlkarten - Linz Stadt;0;2856;28;2828;364;699;325;711;460;65;204
G40200;Steyr Stadt;25835;14184;232;13952;2056;4592;3863;1424;1148;429;440
G40201;Steyr;25835;13697;222;13475;1981;4469;3790;1306;1091;414;424
G40299;Wahlkarten - Steyr Stadt;0;487;10;477;75;123;73;118;57;15;16
G40300;Wels Stadt;37672;19300;304;18996;3321;4851;5722;2108;1933;450;611
G40301;Wels;37672;18909;300;18609;3246;4760;5668;2029;1872;438;596
G40399;Wahlkarten - Wels Stadt;0;391;4;387;75;91;54;79;61;12;15
G40400;Braunau am Inn;76250;41053;908;40145;11074;7201;13935;3043;2671;1222;999
G40401;Altheim;3656;1840;37;1803;357;369;703;142;140;58;34
G40402;Aspach;1981;1073;43;1030;382;128;376;45;59;28;12
G40403;Auerbach;559;320;9;311;82;26;153;19;9;16;6
G40404;Braunau am Inn;10950;5326;83;5243;984;1350;1581;578;424;145;181
G40405;Burgkirchen;2052;1143;28;1115;378;163;378;61;68;41;26
G40406;Eggelsberg;2089;1034;13;1021;252;174;399;66;71;37;22
G40407;Feldkirchen bei Mattighofen;1631;889;15;874;249;102;384;43;37;44;15
G40408;Franking;814;469;9;460;156;66;154;29;29;13;13
G40409;Geretsberg;923;466;11;455;179;44;150;27;28;18;9
G40410;Gilgenberg am Weilhart;1014;548;10;538;195;45;216;35;25;13;9
G40411;Haigermoos;503;309;12;297;97;34;101;18;31;6;10
G40412;Handenberg;1028;604;16;588;211;66;206;32;41;21;11
G40413;Helpfau-Uttendorf;2365;1093;28;1065;363;145;410;46;60;18;23
G40414;Hochburg-Ach;2136;1201;29;1172;415;188;310;108;74;45;32
G40415;Höhnhart;1136;564;10;554;150;80;258;26;20;15;5
G40416;Jeging;564;308;11;297;97;40;106;13;18;15;8
G40417;Kirchberg bei Mattighofen;993;544;12;532;200;71;171;38;25;10;17
G40418;Lengau;3661;1891;52;1839;409;451;643;140;92;55;49
G40419;Lochen am See;2285;1265;24;1241;359;188;436;75;94;62;27
G40420;Maria Schmolln;1191;595;19;576;214;76;171;42;44;20;9
G40421;Mattighofen;3760;1666;22;1644;350;398;579;117;115;42;43
G40422;Mauerkirchen;1636;795;19;776;197;170;268;50;47;24;20
G40423;Mining;1013;591;6;585;193;106;160;78;31;9;8
G40424;Moosbach;778;425;11;414;118;36;193;16;25;14;12
G40425;Moosdorf;1304;629;11;618;128;175;202;47;31;26;9
G40426;Munderfing;2226;1259;27;1232;362;217;402;101;82;33;35
G40427;Neukirchen an der Enknach;1744;982;15;967;275;166;363;52;68;24;19
G40428;Ostermiething;2503;1246;45;1201;377;176;381;90;82;54;41
G40429;Palting;994;498;10;488;159;64;173;37;27;17;11
G40430;Perwang am Grabensee;872;485;7;478;141;66;168;40;35;13;15
G40431;Pfaffstätt;793;469;9;460;130;78;162;34;26;17;13
G40432;Pischelsdorf am Engelbach;1299;738;17;721;241;70;301;35;46;15;13
G40433;Polling im Innkreis;748;381;10;371;116;46;168;10;17;9;5
G40434;Roßbach;724;445;19;426;124;64;178;23;25;6;6
G40435;St. Georgen am Fillmannsbach;363;212;3;209;58;9;118;9;7;4;4
G40436;St. Johann am Walde;1633;800;27;773;244;144;286;42;25;19;13
G40437;St. Pantaleon;2263;1221;29;1192;276;280;396;87;72;37;44
G40438;St. Peter am Hart;1855;957;20;937;222;152;338;94;86;20;25
G40439;St. Radegund;488;310;14;296;143;21;48;37;28;11;8
G40440;St. Veit im Innkreis;315;204;1;203;60;36;80;9;13;3;2
G40441;Schalchen;2859;1420;36;1384;307;337;466;106;102;25;41
G40442;Schwand im Innkreis;773;445;13;432;136;72;153;26;25;15;5
G40443;Tarsdorf;1629;832;23;809;269;108;271;60;48;33;20
G40444;Treubach;570;284;4;280;105;24;117;10;16;5;3
G40445;Überackern;440;245;5;240;88;38;73;16;17;6;2
G40446;Weng im Innkreis;1137;629;11;618;209;95;230;32;31;13;8
G40499;Wahlkarten - Braunau am Inn;0;1403;23;1380;317;247;355;202;155;48;56
G40500;Eferding;25889;16206;349;15857;3958;3670;4772;1377;1357;465;258
G40501;Alkoven;4667;2831;62;2769;579;802;733;267;271;71;46
G40502;Aschach an der Donau;1583;971;20;951;161;283;281;94;97;17;18
G40503;Eferding;2892;1496;27;1469;337;363;434;132;137;35;31
G40504;Fraham;1939;1089;21;1068;242;263;327;87;97;34;18
G40505;Haibach ob der Donau;1059;619;18;601;174;138;162;48;41;30;8
G40506;Hartkirchen;3244;2026;46;1980;496;428;669;157;155;54;21
G40507;Hinzenbach;1612;930;11;919;254;218;280;67;72;17;11
G40508;Prambachkirchen;2317;1442;43;1399;417;237;439;134;102;46;24
G40509;Pupping;1446;964;17;947;283;221;274;71;55;33;10
G40510;St. Marienkirchen an der Polsenz;1906;1150;28;1122;298;236;352;88;89;41;18
G40511;Scharten;1868;1154;17;1137;248;246;381;116;100;29;17
G40512;Stroheim;1356;823;16;807;304;97;281;38;39;30;18
G40599;Wahlkarten - Eferding;0;711;23;688;165;138;159;78;102;28;18
G40600;Freistadt;54589;36356;1057;35299;10174;7981;9685;3191;2497;1055;716
G40601;Freistadt;6192;3751;69;3682;820;944;915;451;351;115;86
G40602;Grünbach;1528;945;24;921;283;175;301;67;61;23;11
G40603;Gutau;2287;1363;44;1319;425;318;342;93;70;49;22
G40604;Hagenberg im Mühlkreis;2418;1514;21;1493;260;394;387;194;158;53;47
G40605;Hirschbach im Mühlkreis;947;660;23;637;224;131;126;49;77;21;9
G40606;Kaltenberg;488;360;10;350;175;28;109;10;12;14;2
G40607;Kefermarkt;1749;1133;35;1098;270;293;315;76;88;37;19
G40608;Königswiesen;2529;1646;57;1589;541;239;570;90;81;47;21
G40609;Lasberg;2353;1552;37;1515;493;307;377;157;112;38;31
G40610;Leopoldschlag;788;524;23;501;218;70;133;26;36;11;7
G40611;Liebenau;1346;901;33;868;352;144;272;32;27;23;18
G40612;Neumarkt im Mühlkreis;2605;1736;38;1698;464;404;366;216;135;70;43
G40613;Pierbach;819;515;21;494;168;72;183;25;23;16;7
G40614;Pregarten;4491;2812;89;2723;647;725;785;261;191;54;60
G40615;Rainbach im Mühlkreis;2382;1604;63;1541;520;352;366;134;113;38;18
G40616;Sandl;1160;698;23;675;151;179;193;52;37;47;16
G40617;St. Leonhard bei Freistadt;1119;754;33;721;263;152;203;48;25;13;17
G40618;St. Oswald bei Freistadt;2388;1346;33;1313;351;279;475;62;92;37;17
G40619;Schönau im Mühlkreis;1618;1081;29;1052;402;154;330;79;49;27;11
G40620;Tragwein;2521;1771;54;1717;425;476;478;128;117;51;42
G40621;Unterweißenbach;1809;1113;57;1056;373;150;391;44;46;33;19
G40622;Unterweitersdorf;1789;1198;25;1173;262;342;325;104;78;31;31
G40623;Waldburg;1151;744;14;730;215;139;202;70;56;26;22
G40624;Wartberg ob der Aist;3657;2392;45;2347;502;676;589;279;187;59;55
G40625;Weitersfelden;814;576;20;556;231;84;147;38;26;22;8
G40626;Windhaag bei Freistadt;1283;835;34;801;352;156;176;56;35;12;14
G40627;Bad Zell;2358;1566;57;1509;502;300;387;144;104;48;24
G40699;Wahlkarten - Freistadt;0;1266;46;1220;285;298;242;206;110;40;39
G40700;Gmunden;79368;47260;1066;46194;10209;12406;11967;4738;4293;1494;1087
G40701;Altmünster;7878;4946;122;4824;1269;1015;1186;533;547;193;81
G40702;Bad Goisern am Hallstättersee;6183;3159;99;3060;455;1102;851;223;195;131;103
G40703;Bad Ischl;10720;5821;103;5718;1059;1845;1333;643;494;184;160
G40704;Ebensee am Traunsee;6053;3424;72;3352;577;1249;865;248;235;88;90
G40705;Gmunden;10373;5699;106;5593;1416;1181;1183;758;788;146;121
G40706;Gosau;1393;789;21;768;168;293;211;32;36;17;11
G40707;Grünau im Almtal;1633;983;20;963;221;252;283;78;70;36;23
G40708;Gschwandt;2350;1422;22;1400;342;296;396;174;131;38;23
G40709;Hallstatt;552;369;3;366;50;160;57;35;37;13;14
G40710;Kirchham;1739;1071;23;1048;333;150;371;64;76;31;23
G40711;Laakirchen;6813;3909;103;3806;699;1201;1127;321;264;83;111
G40712;Obertraun;537;345;10;335;68;187;29;21;13;3;14
G40713;Ohlsdorf;4159;2586;75;2511;556;679;700;229;227;85;35
G40714;Pinsdorf;3114;1661;43;1618;303;454;507;140;130;49;35
G40715;Roitham am Traunfall;1678;998;20;978;279;230;294;59;78;25;13
G40716;St. Konrad;923;568;24;544;188;105;160;26;31;22;12
G40717;St. Wolfgang im Salzkammergut;2194;1137;23;1114;382;222;258;107;87;33;25
G40718;Traunkirchen;1375;869;14;855;234;192;184;97;108;23;17
G40719;Scharnstein;3802;2240;51;2189;480;527;603;241;186;96;56
G40720;Vorchdorf;5899;3375;74;3301;744;670;1072;335;299;113;68
G40799;Wahlkarten - Gmunden;0;1889;38;1851;386;396;297;374;261;85;52
G40800;Grieskirchen;50580;31594;885;30709;8909;5722;9473;2818;2373;860;554
G40801;Aistersheim;736;471;15;456;133;78;159;36;33;11;6
G40802;Bad Schallerbach;3054;1764;31;1733;441;397;451;168;177;52;47
G40804;Eschenau im Hausruckkreis;874;564;24;540;228;56;191;26;24;12;3
G40805;Gallspach;1832;995;20;975;201;227;339;82;77;21;28
G40806;Gaspoltshofen;2770;1655;50;1605;390;303;574;164;112;41;21
G40807;Geboltskirchen;1149;733;15;718;190;163;200;86;38;29;12
